URLLength,DomainLength,IsDomainIP,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,target
27.0,20.0,0.0,2.0,2.0,0.0,0.0,0.0,17.0,0.6296296296296297,4.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,1
48.0,24.0,0.0,3.0,1.0,0.0,0.0,0.0,41.0,0.8541666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.14583333333333334,1.0,1
62.0,37.0,0.0,4.0,2.0,0.0,0.0,0.0,37.0,0.5967741935483871,12.0,0.1935483870967742,0.0,0.0,0.0,0.0,0.20967741935483872,1.0,1
26.0,19.0,0.0,3.0,2.0,0.0,0.0,0.0,18.0,0.6923076923076923,2.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,1
56.0,32.0,0.0,3.0,1.0,0.0,0.0,0.0,48.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1
25.0,16.0,0.0,3.0,1.0,0.0,0.0,0.0,18.0,0.72,1.0,0.04,0.0,0.0,0.0,0.0,0.24,1.0,1
94.0,30.0,0.0,3.0,1.0,0.0,0.0,0.0,61.0,0.648936170212766,23.0,0.24468085106382978,0.0,0.0,0.0,0.0,0.10638297872340426,0.0,1
49.0,40.0,0.0,3.0,1.0,0.0,0.0,0.0,38.0,0.7755102040816326,2.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.1836734693877551,1.0,1
58.0,33.0,0.0,3.0,2.0,0.0,0.0,0.0,43.0,0.7413793103448276,4.0,0.06896551724137931,1.0,1.0,0.0,0.0,0.1896551724137931,1.0,1
24.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.6666666666666666,3.0,0.125,0.0,0.0,0.0,0.0,0.20833333333333334,1.0,1
24.0,17.0,0.0,5.0,1.0,0.0,0.0,0.0,19.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,1
36.0,27.0,0.0,2.0,1.0,0.0,0.0,0.0,22.0,0.6111111111111112,5.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.25,1.0,1
23.0,15.0,0.0,3.0,1.0,0.0,0.0,0.0,17.0,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,1
27.0,19.0,0.0,10.0,1.0,0.0,0.0,0.0,20.0,0.7407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.25925925925925924,1.0,0
31.0,22.0,0.0,4.0,1.0,0.0,0.0,0.0,16.0,0.5161290322580645,8.0,0.25806451612903225,0.0,0.0,0.0,0.0,0.22580645161290322,1.0,1
18.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.6111111111111112,2.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.2777777777777778,1.0,1
34.0,26.0,0.0,3.0,1.0,0.0,0.0,0.0,27.0,0.7941176470588235,2.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.14705882352941177,1.0,0
35.0,28.0,0.0,2.0,2.0,0.0,0.0,0.0,29.0,0.8285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.17142857142857143,0.0,1
72.0,25.0,0.0,5.0,1.0,0.0,0.0,0.0,60.0,0.8333333333333334,4.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,1
31.0,23.0,0.0,5.0,3.0,0.0,0.0,0.0,23.0,0.7419354838709677,0.0,0.0,0.0,0.0,0.0,0.0,0.25806451612903225,1.0,0
61.0,52.0,0.0,2.0,1.0,0.0,0.0,0.0,45.0,0.7377049180327869,8.0,0.13114754098360656,0.0,0.0,0.0,0.0,0.13114754098360656,1.0,1
98.0,31.0,0.0,3.0,2.0,0.0,0.0,0.0,62.0,0.6326530612244898,23.0,0.23469387755102042,1.0,1.0,0.0,0.0,0.1326530612244898,1.0,1
70.0,38.0,0.0,3.0,1.0,0.0,0.0,0.0,58.0,0.8285714285714286,1.0,0.014285714285714285,0.0,0.0,0.0,2.0,0.15714285714285714,1.0,1
46.0,38.0,0.0,2.0,1.0,0.0,0.0,0.0,39.0,0.8478260869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.15217391304347827,0.0,1
38.0,22.0,0.0,3.0,1.0,0.0,0.0,0.0,28.0,0.7368421052631579,2.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,1
54.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,43.0,0.7962962962962963,1.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.18518518518518517,1.0,1
33.0,25.0,0.0,3.0,1.0,0.0,0.0,0.0,24.0,0.7272727272727273,4.0,0.12121212121212122,0.0,0.0,0.0,0.0,0.15151515151515152,1.0,0
26.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,0.7307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.2692307692307692,0.0,1
29.0,21.0,0.0,3.0,0.0,0.0,0.0,0.0,24.0,0.8275862068965517,0.0,0.0,0.0,0.0,0.0,0.0,0.1724137931034483,0.0,1
89.0,32.0,0.0,3.0,1.0,0.0,0.0,0.0,55.0,0.6179775280898876,23.0,0.25842696629213485,0.0,0.0,0.0,0.0,0.12359550561797752,0.0,1
45.0,37.0,0.0,2.0,1.0,0.0,0.0,0.0,39.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,1.0,0
42.0,33.0,0.0,3.0,1.0,0.0,0.0,0.0,27.0,0.6428571428571429,7.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.19047619047619047,1.0,1
42.0,34.0,0.0,3.0,1.0,0.0,0.0,0.0,36.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0
40.0,33.0,0.0,6.0,1.0,0.0,0.0,0.0,35.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,1
59.0,42.0,0.0,2.0,2.0,0.0,0.0,0.0,50.0,0.847457627118644,1.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.13559322033898305,1.0,1
81.0,17.0,0.0,3.0,1.0,0.0,0.0,0.0,59.0,0.7283950617283951,6.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.19753086419753085,1.0,1
42.0,33.0,0.0,2.0,1.0,0.0,0.0,0.0,34.0,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,1.0,1
39.0,30.0,0.0,3.0,1.0,0.0,0.0,0.0,30.0,0.7692307692307693,3.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.15384615384615385,1.0,1
45.0,24.0,0.0,3.0,0.0,0.0,0.0,0.0,36.0,0.8,1.0,0.022222222222222223,0.0,1.0,0.0,0.0,0.17777777777777778,1.0,1
26.0,18.0,0.0,9.0,1.0,0.0,0.0,0.0,17.0,0.6538461538461539,2.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.2692307692307692,1.0,0
32.0,25.0,0.0,3.0,1.0,0.0,0.0,0.0,25.0,0.78125,2.0,0.0625,0.0,0.0,0.0,0.0,0.15625,0.0,1
49.0,31.0,0.0,2.0,1.0,0.0,0.0,0.0,40.0,0.8163265306122449,0.0,0.0,0.0,0.0,0.0,0.0,0.1836734693877551,0.0,1
37.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,29.0,0.7837837837837838,2.0,0.05405405405405406,0.0,0.0,0.0,0.0,0.16216216216216217,1.0,1
211.0,52.0,0.0,3.0,5.0,0.0,0.0,0.0,146.0,0.6919431279620853,30.0,0.14218009478672985,5.0,2.0,5.0,6.0,0.16587677725118483,0.0,1
90.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,73.0,0.8111111111111111,7.0,0.07777777777777778,1.0,1.0,0.0,0.0,0.1111111111111111,1.0,1
29.0,20.0,0.0,4.0,1.0,0.0,0.0,0.0,21.0,0.7241379310344828,2.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.20689655172413793,1.0,1
89.0,29.0,0.0,2.0,1.0,0.0,0.0,0.0,78.0,0.8764044943820225,3.0,0.033707865168539325,0.0,0.0,0.0,0.0,0.0898876404494382,1.0,1
32.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,27.0,0.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,1
31.0,22.0,0.0,2.0,1.0,0.0,0.0,0.0,25.0,0.8064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.1935483870967742,1.0,1
56.0,24.0,0.0,3.0,0.0,0.0,0.0,0.0,48.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1
45.0,38.0,0.0,3.0,3.0,0.0,0.0,0.0,38.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,0.0,1
36.0,28.0,0.0,3.0,1.0,0.0,0.0,0.0,25.0,0.6944444444444444,4.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.19444444444444445,0.0,1
39.0,30.0,0.0,3.0,1.0,0.0,0.0,0.0,28.0,0.717948717948718,4.0,0.10256410256410256,0.0,0.0,0.0,0.0,0.1794871794871795,1.0,1
37.0,29.0,0.0,3.0,1.0,0.0,0.0,0.0,31.0,0.8378378378378378,0.0,0.0,0.0,0.0,0.0,0.0,0.16216216216216217,1.0,1
26.0,18.0,0.0,3.0,1.0,0.0,0.0,0.0,19.0,0.7307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.2692307692307692,1.0,0
35.0,27.0,0.0,3.0,1.0,0.0,0.0,0.0,20.0,0.5714285714285714,8.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.2,0.0,1
32.0,24.0,0.0,3.0,1.0,0.0,0.0,0.0,26.0,0.8125,1.0,0.03125,0.0,0.0,0.0,0.0,0.15625,1.0,0
46.0,37.0,0.0,3.0,1.0,0.0,0.0,0.0,40.0,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,1.0,1
80.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,65.0,0.8125,9.0,0.1125,0.0,0.0,0.0,0.0,0.075,1.0,1
80.0,33.0,0.0,2.0,1.0,0.0,0.0,0.0,66.0,0.825,0.0,0.0,0.0,0.0,0.0,2.0,0.175,1.0,1
89.0,56.0,0.0,2.0,1.0,0.0,0.0,0.0,71.0,0.797752808988764,9.0,0.10112359550561797,0.0,0.0,0.0,0.0,0.10112359550561797,1.0,1
181.0,49.0,0.0,3.0,3.0,0.0,0.0,0.0,147.0,0.8121546961325967,17.0,0.09392265193370165,0.0,1.0,1.0,0.0,0.09392265193370165,0.0,1
42.0,33.0,0.0,3.0,1.0,0.0,0.0,0.0,34.0,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,1.0,1
42.0,33.0,0.0,3.0,1.0,0.0,0.0,0.0,35.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1
29.0,21.0,0.0,3.0,1.0,0.0,0.0,0.0,22.0,0.7586206896551724,2.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.1724137931034483,1.0,1
47.0,38.0,0.0,2.0,1.0,0.0,0.0,0.0,38.0,0.8085106382978723,0.0,0.0,0.0,0.0,0.0,0.0,0.19148936170212766,1.0,1
27.0,20.0,0.0,3.0,2.0,0.0,0.0,0.0,20.0,0.7407407407407407,1.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,1
31.0,24.0,0.0,7.0,1.0,0.0,0.0,0.0,25.0,0.8064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.1935483870967742,0.0,1
55.0,46.0,0.0,3.0,1.0,0.0,0.0,0.0,37.0,0.6727272727272727,9.0,0.16363636363636364,0.0,0.0,0.0,0.0,0.16363636363636364,1.0,1
46.0,39.0,0.0,2.0,2.0,0.0,0.0,0.0,40.0,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.0,1
30.0,22.0,0.0,2.0,1.0,0.0,0.0,0.0,23.0,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,1.0,0
74.0,13.0,0.0,2.0,1.0,0.0,0.0,0.0,60.0,0.8108108108108109,6.0,0.08108108108108109,0.0,0.0,0.0,0.0,0.10810810810810811,1.0,1
44.0,20.0,0.0,3.0,1.0,0.0,0.0,0.0,34.0,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272727,0.0,1
53.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,42.0,0.7924528301886793,0.0,0.0,0.0,0.0,0.0,0.0,0.20754716981132076,1.0,1
29.0,22.0,0.0,2.0,1.0,0.0,0.0,0.0,20.0,0.6896551724137931,4.0,0.13793103448275862,0.0,0.0,0.0,0.0,0.1724137931034483,0.0,1
45.0,36.0,0.0,3.0,1.0,0.0,0.0,0.0,25.0,0.5555555555555556,14.0,0.3111111111111111,0.0,0.0,0.0,0.0,0.13333333333333333,1.0,1
32.0,24.0,0.0,6.0,1.0,0.0,0.0,0.0,25.0,0.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.21875,1.0,0
25.0,18.0,0.0,8.0,1.0,0.0,0.0,0.0,20.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1
31.0,23.0,0.0,5.0,2.0,0.0,0.0,0.0,23.0,0.7419354838709677,0.0,0.0,0.0,0.0,0.0,0.0,0.25806451612903225,0.0,1
47.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,38.0,0.8085106382978723,1.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.1702127659574468,1.0,1
52.0,22.0,0.0,2.0,1.0,0.0,0.0,0.0,46.0,0.8846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.0,1
66.0,57.0,0.0,3.0,1.0,0.0,0.0,0.0,54.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,1.0,1
31.0,22.0,0.0,3.0,1.0,0.0,0.0,0.0,23.0,0.7419354838709677,2.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.1935483870967742,1.0,1
31.0,19.0,0.0,2.0,1.0,0.0,0.0,0.0,24.0,0.7741935483870968,1.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.1935483870967742,1.0,1
44.0,21.0,0.0,2.0,1.0,0.0,0.0,0.0,32.0,0.7272727272727273,4.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.18181818181818182,1.0,1
449.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,363.0,0.8084632516703786,69.0,0.15367483296213807,4.0,1.0,3.0,0.0,0.0378619153674833,1.0,1
38.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,31.0,0.8157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.18421052631578946,1.0,1
35.0,27.0,0.0,13.0,1.0,0.0,0.0,0.0,29.0,0.8285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.17142857142857143,1.0,0
63.0,41.0,0.0,2.0,2.0,0.0,0.0,0.0,54.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1
36.0,27.0,0.0,3.0,1.0,0.0,0.0,0.0,26.0,0.7222222222222222,4.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1
49.0,32.0,0.0,3.0,2.0,0.0,0.0,0.0,42.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1
167.0,15.0,0.0,3.0,1.0,0.0,0.0,0.0,125.0,0.7485029940119761,22.0,0.1317365269461078,3.0,1.0,2.0,0.0,0.11976047904191617,1.0,1
45.0,38.0,0.0,2.0,1.0,0.0,0.0,0.0,38.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,0.0,1
42.0,33.0,0.0,2.0,2.0,0.0,0.0,0.0,32.0,0.7619047619047619,3.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1
31.0,24.0,0.0,2.0,1.0,0.0,0.0,0.0,16.0,0.5161290322580645,8.0,0.25806451612903225,0.0,0.0,0.0,0.0,0.22580645161290322,0.0,1
30.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,1.0,1
28.0,21.0,0.0,6.0,2.0,0.0,0.0,0.0,21.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1
47.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,39.0,0.8297872340425532,0.0,0.0,0.0,0.0,0.0,0.0,0.1702127659574468,1.0,1
54.0,34.0,0.0,3.0,1.0,0.0,0.0,0.0,38.0,0.7037037037037037,5.0,0.09259259259259259,0.0,0.0,0.0,0.0,0.2037037037037037,1.0,1
33.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,27.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,1
46.0,37.0,0.0,3.0,1.0,0.0,0.0,0.0,39.0,0.8478260869565217,1.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.13043478260869565,1.0,1
52.0,43.0,0.0,3.0,1.0,0.0,0.0,0.0,39.0,0.75,6.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.1346153846153846,1.0,1
135.0,84.0,0.0,3.0,1.0,0.0,0.0,0.0,94.0,0.6962962962962963,24.0,0.17777777777777778,0.0,0.0,0.0,0.0,0.1259259259259259,0.0,1
215.0,52.0,0.0,3.0,3.0,1.0,12.0,0.05581395348837209,148.0,0.6883720930232559,37.0,0.17209302325581396,1.0,1.0,1.0,1.0,0.13953488372093023,0.0,1
206.0,30.0,0.0,3.0,1.0,1.0,5.0,0.024271844660194174,127.0,0.616504854368932,42.0,0.20388349514563106,2.0,1.0,1.0,3.0,0.1796116504854369,1.0,1
107.0,49.0,0.0,3.0,1.0,0.0,0.0,0.0,48.0,0.4485981308411215,46.0,0.42990654205607476,0.0,0.0,0.0,0.0,0.12149532710280374,1.0,1
130.0,23.0,0.0,3.0,1.0,1.0,1.0,0.007692307692307693,95.0,0.7307692307692307,12.0,0.09230769230769231,2.0,1.0,1.0,1.0,0.17692307692307693,1.0,1
30.0,23.0,0.0,3.0,2.0,0.0,0.0,0.0,22.0,0.7333333333333333,1.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,1
117.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,68.0,0.5811965811965812,28.0,0.23931623931623933,0.0,0.0,0.0,2.0,0.1794871794871795,0.0,1
83.0,34.0,0.0,2.0,1.0,0.0,0.0,0.0,68.0,0.8192771084337349,1.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.1686746987951807,1.0,1
40.0,32.0,0.0,3.0,1.0,0.0,0.0,0.0,31.0,0.775,3.0,0.075,0.0,0.0,0.0,0.0,0.15,1.0,0
40.0,33.0,0.0,3.0,2.0,0.0,0.0,0.0,34.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,1
30.0,21.0,0.0,3.0,1.0,0.0,0.0,0.0,21.0,0.7,3.0,0.1,0.0,0.0,0.0,0.0,0.2,1.0,1
34.0,25.0,0.0,3.0,1.0,0.0,0.0,0.0,21.0,0.6176470588235294,5.0,0.14705882352941177,0.0,0.0,0.0,0.0,0.23529411764705882,1.0,1
52.0,21.0,0.0,3.0,1.0,0.0,0.0,0.0,33.0,0.6346153846153846,5.0,0.09615384615384616,0.0,0.0,0.0,0.0,0.2692307692307692,1.0,1
167.0,15.0,0.0,3.0,1.0,0.0,0.0,0.0,135.0,0.8083832335329342,14.0,0.08383233532934131,3.0,1.0,2.0,0.0,0.10778443113772455,1.0,1
46.0,38.0,0.0,2.0,1.0,0.0,0.0,0.0,39.0,0.8478260869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.15217391304347827,1.0,0
74.0,34.0,0.0,3.0,1.0,0.0,0.0,0.0,54.0,0.7297297297297297,7.0,0.0945945945945946,0.0,0.0,0.0,0.0,0.17567567567567569,1.0,1
45.0,37.0,0.0,3.0,1.0,0.0,0.0,0.0,38.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,0.0,1
65.0,19.0,0.0,2.0,1.0,0.0,0.0,0.0,52.0,0.8,3.0,0.046153846153846156,1.0,1.0,0.0,0.0,0.15384615384615385,1.0,1
24.0,16.0,0.0,3.0,1.0,0.0,0.0,0.0,18.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1
40.0,32.0,0.0,2.0,1.0,0.0,0.0,0.0,32.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1
106.0,49.0,0.0,3.0,1.0,0.0,0.0,0.0,47.0,0.44339622641509435,46.0,0.4339622641509434,0.0,0.0,0.0,0.0,0.12264150943396226,0.0,1
41.0,33.0,0.0,3.0,2.0,0.0,0.0,0.0,33.0,0.8048780487804879,0.0,0.0,0.0,0.0,0.0,0.0,0.1951219512195122,0.0,1
86.0,26.0,0.0,2.0,0.0,0.0,0.0,0.0,58.0,0.6744186046511628,12.0,0.13953488372093023,0.0,0.0,0.0,0.0,0.18604651162790697,1.0,1
42.0,26.0,0.0,3.0,1.0,0.0,0.0,0.0,34.0,0.8095238095238095,1.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,1
59.0,50.0,0.0,3.0,1.0,0.0,0.0,0.0,48.0,0.8135593220338984,0.0,0.0,0.0,0.0,0.0,0.0,0.1864406779661017,1.0,1
76.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,59.0,0.7763157894736842,8.0,0.10526315789473684,0.0,1.0,0.0,0.0,0.11842105263157894,1.0,1
49.0,40.0,0.0,3.0,2.0,0.0,0.0,0.0,30.0,0.6122448979591837,10.0,0.20408163265306123,0.0,0.0,0.0,0.0,0.1836734693877551,1.0,1
32.0,25.0,0.0,2.0,2.0,0.0,0.0,0.0,21.0,0.65625,5.0,0.15625,0.0,0.0,0.0,0.0,0.1875,0.0,1
40.0,31.0,0.0,3.0,1.0,0.0,0.0,0.0,28.0,0.7,4.0,0.1,0.0,0.0,0.0,0.0,0.2,1.0,1
35.0,26.0,0.0,3.0,1.0,0.0,0.0,0.0,26.0,0.7428571428571429,1.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.22857142857142856,1.0,1
72.0,64.0,0.0,4.0,3.0,0.0,0.0,0.0,52.0,0.7222222222222222,9.0,0.125,0.0,0.0,0.0,0.0,0.1527777777777778,0.0,1
281.0,88.0,0.0,3.0,3.0,1.0,2.0,0.0071174377224199285,202.0,0.7188612099644128,42.0,0.1494661921708185,3.0,1.0,2.0,4.0,0.13167259786476868,1.0,1
18.0,11.0,0.0,3.0,1.0,0.0,0.0,0.0,11.0,0.6111111111111112,2.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,1
37.0,28.0,0.0,2.0,1.0,0.0,0.0,0.0,30.0,0.8108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.1891891891891892,1.0,1
41.0,20.0,0.0,3.0,1.0,0.0,0.0,0.0,25.0,0.6097560975609756,7.0,0.17073170731707318,0.0,1.0,0.0,0.0,0.21951219512195122,1.0,1
40.0,32.0,0.0,3.0,1.0,0.0,0.0,0.0,32.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0
43.0,30.0,0.0,3.0,1.0,0.0,0.0,0.0,37.0,0.8604651162790697,0.0,0.0,0.0,0.0,0.0,0.0,0.13953488372093023,1.0,1
60.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,48.0,0.8,1.0,0.016666666666666666,0.0,0.0,0.0,2.0,0.18333333333333332,1.0,1
28.0,19.0,0.0,3.0,1.0,0.0,0.0,0.0,18.0,0.6428571428571429,2.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,1
117.0,43.0,0.0,2.0,1.0,0.0,0.0,0.0,100.0,0.8547008547008547,0.0,0.0,0.0,0.0,0.0,0.0,0.1452991452991453,1.0,1
25.0,17.0,0.0,7.0,1.0,0.0,0.0,0.0,20.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0
63.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,0.49206349206349204,19.0,0.30158730158730157,1.0,1.0,1.0,0.0,0.20634920634920634,0.0,1
27.0,20.0,0.0,4.0,1.0,0.0,0.0,0.0,22.0,0.8148148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.0,1
29.0,17.0,0.0,3.0,1.0,0.0,0.0,0.0,17.0,0.5862068965517241,4.0,0.13793103448275862,1.0,1.0,0.0,0.0,0.27586206896551724,0.0,1
36.0,28.0,0.0,2.0,2.0,0.0,0.0,0.0,23.0,0.6388888888888888,4.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.25,0.0,1
45.0,22.0,0.0,3.0,1.0,0.0,0.0,0.0,36.0,0.8,1.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.17777777777777778,1.0,1
118.0,20.0,0.0,4.0,1.0,0.0,0.0,0.0,81.0,0.6864406779661016,24.0,0.2033898305084746,0.0,0.0,0.0,0.0,0.11016949152542373,0.0,1
54.0,47.0,0.0,3.0,4.0,0.0,0.0,0.0,37.0,0.6851851851851852,7.0,0.12962962962962962,0.0,0.0,0.0,0.0,0.18518518518518517,0.0,1
30.0,23.0,0.0,3.0,1.0,0.0,0.0,0.0,23.0,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,1
96.0,38.0,0.0,3.0,1.0,0.0,0.0,0.0,62.0,0.6458333333333334,23.0,0.23958333333333334,0.0,0.0,0.0,0.0,0.11458333333333333,1.0,1
39.0,30.0,0.0,4.0,0.0,0.0,0.0,0.0,30.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,1.0,1
35.0,22.0,0.0,3.0,1.0,0.0,0.0,0.0,25.0,0.7142857142857143,4.0,0.11428571428571428,0.0,0.0,0.0,0.0,0.17142857142857143,1.0,1
34.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,27.0,0.7941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.20588235294117646,1.0,1
62.0,32.0,0.0,3.0,1.0,0.0,0.0,0.0,50.0,0.8064516129032258,0.0,0.0,0.0,1.0,0.0,0.0,0.1935483870967742,1.0,1
65.0,19.0,0.0,3.0,1.0,1.0,1.0,0.015384615384615385,52.0,0.8,2.0,0.03076923076923077,0.0,0.0,0.0,0.0,0.16923076923076924,0.0,1
64.0,56.0,0.0,2.0,2.0,0.0,0.0,0.0,57.0,0.890625,0.0,0.0,0.0,0.0,0.0,0.0,0.109375,0.0,1
53.0,44.0,0.0,2.0,2.0,0.0,0.0,0.0,45.0,0.8490566037735849,1.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.1320754716981132,1.0,1
52.0,43.0,0.0,2.0,2.0,0.0,0.0,0.0,43.0,0.8269230769230769,2.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.1346153846153846,1.0,1
123.0,7.0,0.0,2.0,0.0,1.0,4.0,0.032520325203252036,96.0,0.7804878048780488,14.0,0.11382113821138211,1.0,1.0,0.0,0.0,0.10569105691056911,1.0,1
